Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747852583,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,54,3,10000.0,11074.213509230132,2240.0234080269,35277.143496030476,428.94444444444446
1747852584,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,54,3,10000.0,11074.213509230132,2240.0234080269,35277.143496030476,428.94444444444446
1747852585,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,54,3,10000.0,11074.213509230132,2240.0234080269,35277.143496030476,428.94444444444446
1747852586,10,,Aggregated,1.000000,0.100000,11000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,59,4,11000.0,10929.224543498387,2240.0234080269,35277.143496030476,423.0
1747852587,10,,Aggregated,1.000000,0.100000,11000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,59,4,11000.0,10929.224543498387,2240.0234080269,35277.143496030476,423.0
1747852588,10,,Aggregated,1.000000,0.100000,11000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,59,4,11000.0,10929.224543498387,2240.0234080269,35277.143496030476,423.0
1747852589,10,,Aggregated,1.000000,0.100000,11000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,59,4,11000.0,10929.224543498387,2240.0234080269,35277.143496030476,423.0
1747852590,10,,Aggregated,1.000000,0.100000,11000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,59,4,11000.0,10929.224543498387,2240.0234080269,35277.143496030476,423.0
1747852591,10,,Aggregated,1.000000,0.100000,11000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,59,4,11000.0,10929.224543498387,2240.0234080269,35277.143496030476,423.0
1747852592,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,63,4,10000.0,10849.958992626016,2240.0234080269,35277.143496030476,425.25396825396825
1747852593,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,63,4,10000.0,10849.958992626016,2240.0234080269,35277.143496030476,425.25396825396825
1747852594,10,,Aggregated,1.000000,0.100000,10000,11000,11000,12000,15000,24000,29000,35000,35000,35000,35000,63,4,10000.0,10849.958992626016,2240.0234080269,35277.143496030476,425.25396825396825
